candidate_id,bindingdb_monomer_id,standardized_smiles,standardized_inchikey,generic_murcko_scaffold_smiles,doi,pmid,sealed_exact_ki_measurement_count,prior_exact_structure_overlap,model_selection_generic_scaffold_overlap,primary_evidence_review_status,intake_status,quarantine_reasons,queue_rank,reviewer_1,reviewer_1_decision,reviewer_2,reviewer_2_decision,adjudicator,final_evidence_decision,review_notes
BDB-50257025,50257025,O=c1n(-c2ccccc2)nc2c(NC3CCCCC3)nc3ncccc3n12,JIBITRQNBXVGNX-UHFFFAOYSA-N,CC1C(C2CCCCC2)CC2C(CC3CCCCC3)CC3CCCCC3C12,10.1021/jm8014876,19301821,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,197,,,,,,,
BDB-50563134,50563134,COc1ccc(N2CCOCC2)c2sc(NC(=O)N3CCC(O)(CF)CC3)nc12,MVLSLPSPDRUARX-UHFFFAOYSA-N,CC(CC1CC2CCCC(C3CCCCC3)C2C1)C1CCCCC1,10.1016/j.ejmech.2021.113214,33548636,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,198,,,,,,,
BDB-50083916,50083916,O=c1c(-c2ccc(O)cc2)nnc2[nH]c3ccccc3n12,CQXMRLNWXNWPSV-UHFFFAOYSA-N,CC1C(C2CCCCC2)CCC2CC3CCCCC3C21,10.1021/jm001054m,11462973,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,199,,,,,,,
BDB-50237093,50237093,Cc1cc(C)n(-c2cc(NC(=O)COc3cccc(CCN4CCOCC4)c3)nc(-c3ccc(C)o3)n2)n1,FLJKEYOWOUCFNJ-UHFFFAOYSA-N,CC(CCC1CCCC(CCC2CCCCC2)C1)CC1CC(C2CCCC2)CC(C2CCCC2)C1,10.1016/j.bmcl.2008.02.032,18329269,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,200,,,,,,,
BDB-50141455,50141455,Nc1nc(NC(=O)/C=C/c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,DDCUXRNACUVAKE-HGBQRMJASA-N,CC(CC1CCC2CCC(C3CCCC3)C2C1)CCC1CCCCC1,10.1016/j.bmcl.2004.01.011,15006389,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,201,,,,,,,
BDB-50360209,50360209,Nc1nc(N2CCN(C(=O)Cc3ccccc3)CC2)nc2nc(-c3ccco3)nn12,CKNQBBJKRSXMPU-UHFFFAOYSA-N,CC(CC1CCCCC1)C1CCC(C2CCC3CC(C4CCCC4)CC3C2)CC1,10.1021/jm101349u,21214204,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,202,,,,,,,
BDB-50018002,50018002,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)ON4C(=O)CCC4=O)cc3)nc2n(CCC)c1=O,NPCYZVFLXAHEOX-UHFFFAOYSA-N,CC1CC(C)C2CC(C3CCC(CCC(C)CC4C(C)CCC4C)CC3)CC2C1,10.1021/jm00147a038,2993622,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,203,,,,,,,
BDB-35803,35803,COc1cc(C(=O)NCc2ccccn2)nc(N)n1,HKDRLLSZDIGQIK-UHFFFAOYSA-N,CC(CCC1CCCCC1)C1CCCCC1,10.1016/j.bmc.2009.07.078,19695884,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,204,,,,,,,
BDB-50047995,50047995,CCOC(=O)c1cnc(NC2CC2)n2nc(-c3ccco3)nc12,MBXDLCHXRJJXPM-UHFFFAOYSA-N,C1CCC(C2CC3CCCC(CC4CC4)C3C2)C1,10.1021/jm500752h,24972108,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,205,,,,,,,
BDB-50548094,50548094,COC(=O)[C@@H]1CCCN1c1nc2nn(C)cc2c2nc(-c3ccco3)nn12,CCHJCVDZPYFXQY-NSHDSACASA-N,C1CCC(C2CC3C4CCCC4CC(C4CCCC4)C3C2)C1,10.1039/d0md00380h,34046614,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,206,,,,,,,
BDB-50266084,50266084,O=C(c1ccccc1)c1sc(N(Cc2ccccc2)Cc2ccco2)nc1-c1ccco1,UXTNNVIYBQKXOL-UHFFFAOYSA-N,CC(C1CCCCC1)C1CC(C(CC2CCCCC2)CC2CCCC2)CC1C1CCCC1,10.1016/j.bmcl.2008.11.066,19059776,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,207,,,,,,,
BDB-50555723,50555723,Nc1nc(-c2ccc(NC(=O)CCNCc3ccc(S(N)(=O)=O)cc3)cc2)cn2c(=O)n(-c3ccccc3)nc12,YKNBYIQXICDOOY-UHFFFAOYSA-N,CC(CCCCC1CCCCC1)CC1CCC(C2CCC3CC(C4CCCCC4)C(C)C3C2)CC1,10.1016/j.ejmech.2020.112478,32659606,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,208,,,,,,,
BDB-50262150,50262150,Nc1nc(CN[C@H]2CCCN2Cc2ccnc(Cl)c2)nc2nc(-c3ccco3)nn12,CQNPTEQAAAOVKX-MRXNPFEDSA-N,C1CCC(CC2CCCC2CCC2CCC3CC(C4CCCC4)CC3C2)CC1,10.1021/jm701594y,18637670,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,209,,,,,,,
BDB-50478209,50478209,O=C(Nc1nc2ccccc2n2nc(-c3ccco3)nc12)c1ccco1,SZACFGFCZCXEEA-UHFFFAOYSA-N,CC(CC1CC2CCCCC2C2CC(C3CCCC3)CC12)C1CCCC1,10.1016/j.bmc.2007.10.103,18249548,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,210,,,,,,,
BDB-50026819,50026819,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)Nc5ccc(OC(=O)CCCC[C@@H]6SC[C@@H]7NC(=O)N[C@@H]76)c([N+](=O)[O-])c5)cc4)nc32)[C@H](O)[C@@H]1O,MUXUIVVLQXFMRX-CXJTVLAKSA-N,CC(CCCCC1CCC2CC(C)CC12)CC1CCC(CC(C)CCC2CCC(CCCC3CCC4CCC(C5CCCC5)C4C3)CC2)CC1,10.1021/ml5002486,25221664,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,211,,,,,,,
BDB-50389918,50389918,Cn1cc2c(nc(NC(=O)NC3CCN(C(=O)NCCc4ccccc4)CC3)n3nc(-c4ccco4)nc23)n1,JONIAMPRFRZSLQ-UHFFFAOYSA-N,CC(CC1CCC(C(C)CCCC2CCCCC2)CC1)CC1CC2CCCC2C2CC(C3CCCC3)CC12,10.1021/jm300323t,22568637,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,212,,,,,,,
BDB-50432634,50432634,CCOc1cccc2cc(C(=O)NCc3ccccn3)c(=N)oc12,WZFUWGODTRDSBO-UHFFFAOYSA-N,CC(CCC1CCCCC1)C1CC2CCCCC2CC1C,10.1021/jm400422s,23597047,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,213,,,,,,,
BDB-50199460,50199460,OC[C@@]12C[C@@H]1[C@@H](n1cnc3c(N[C@H](C4CCC4)C4CC4)nc(Cl)nc31)[C@H](O)[C@@H]2O,YLEQGEOHZFVIAR-QZUDQQPUSA-N,C1CC(C(CC2CCCC3C2CCC3C2CCC3CC32)C2CC2)C1,10.1021/acs.jmedchem.6b01183,27933810,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,214,,,,,,,
BDB-50003108,50003108,O=C(COc1ccc(-c2cc3c([nH]2)c(=O)n(CC2CC2)c(=O)n3CC2CC2)cc1)N1CCc2ccccc2C1,SJVLZHJJIWSOJI-UHFFFAOYSA-N,CC(CCC1CCC(C2CC3C(C)C(CC4CC4)C(C)C(CC4CC4)C3C2)CC1)C1CCC2CCCCC2C1,10.1016/j.bmc.2008.01.002,18226909,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,215,,,,,,,
BDB-50306777,50306777,Nc1c(C(=O)Nc2nccs2)sc2nc3c(cc12)C(=O)CCC3,IWDKSIOHIYCOBV-UHFFFAOYSA-N,CC(CC1CCCC1)C1CC2CC3CCCC(C)C3CC2C1,10.1021/jm901647p,20095623,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,216,,,,,,,
BDB-50399597,50399597,Cn1cc2c(nc(NC(c3ccccc3)c3ccccc3)n3nc(-c4ccco4)nc23)n1,MKTDHKFRAQCBTM-UHFFFAOYSA-N,C1CCC(C(CC2CC3CCCC3C3CC(C4CCCC4)CC23)C2CCCCC2)CC1,10.1021/jm300899q,23098605,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,217,,,,,,,
BDB-50266022,50266022,O=C(c1ccccc1)c1sc(NCCc2ccc3c(c2)OCO3)nc1-c1ccco1,ORZFUSWWXUVGND-UHFFFAOYSA-N,CC(C1CCCCC1)C1CC(CCCC2CCC3CCCC3C2)CC1C1CCCC1,10.1016/j.bmcl.2008.11.066,19059776,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,218,,,,,,,
BDB-50366686,50366686,Nc1ncnc2c1nc(/C=C/C(=O)c1ccccc1)n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,VRKBZQOPVJHRLW-VFIQZALSSA-N,CC(CCC1CC2CCCCC2C1C1CCCC1)C1CCCCC1,10.1016/s0960-894x(01)00347-x,11459663,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,219,,,,,,,
BDB-50559043,50559043,Cn1cc2c(nc(NC(=O)Nc3ccc(CC(=O)OCCCOCCOCCOCCCNC(=S)Nc4ccc(-c5c6ccc(=O)cc-6oc6cc(O)ccc56)c(C(=O)O)c4)cc3)n3nc(-c4ccco4)nc23)n1,PQBREZGPWVFSIR-UHFFFAOYSA-N,CC(CCCCCCCCCCCCCCCC(C)CC1CCC(C2C3CCCCC3CC3CC(C)CCC32)CC1)CC1CCC(CC(C)CC2CC3CCCC3C3CC(C4CCCC4)CC23)CC1,10.1016/j.ejmech.2019.111886,31787357,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,220,,,,,,,
BDB-50268247,50268247,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(CCc5ccccc5)CC4)cc3)[nH]c2c1=O,UOSGXUGKZYRNKU-UHFFFAOYSA-N,CC1CC(C)C2CC(C3CCC(C(C)(C)C4CCC(CCC5CCCCC5)CC4)CC3)CC2C1,10.1021/jm900413e,19569717,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,221,,,,,,,
BDB-50580289,50580289,Nc1nc(NCCCc2ccc(C(=O)NO)cc2)nc2nc(-c3ccco3)nn12,HDCIDGKVVBLQNA-UHFFFAOYSA-N,C1CCC(CCCCC2CCC3CC(C4CCCC4)CC3C2)CC1,10.1021/acs.jmedchem.1c01155,34783558,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,222,,,,,,,
BDB-50393169,50393169,Cn1c(=O)c2c(nc3n2CCN3C2CCCCC2)n(C)c1=O,HRBBCJVEDBRVEG-UHFFFAOYSA-N,CC1CC(C)C2C(C1)CC1C(C3CCCCC3)CCC12,10.1016/j.ejmech.2011.05.023,21664729,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,223,,,,,,,
BDB-50584629,50584629,N#Cc1c(-c2ccccc2)nc(Nc2ccccc2)nc1-c1ccoc1,UTSMDVBQXYDAIT-UHFFFAOYSA-N,C1CCC(CC2CC(C3CCCCC3)CC(C3CCCC3)C2)CC1,10.1021/acs.jmedchem.1c01636,35068155,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,224,,,,,,,
BDB-50266052,50266052,O=C(c1ccccc1)c1sc(NCCCc2ccccc2)nc1-c1ccco1,VZEXLUMZSFKUJP-UHFFFAOYSA-N,CC(C1CCCCC1)C1CC(CCCCC2CCCCC2)CC1C1CCCC1,10.1016/j.bmcl.2008.11.066,19059776,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,225,,,,,,,
BDB-50399560,50399560,Cn1cc2c(nc(NCCc3c[nH]c4ccccc34)n3nc(-c4ccco4)nc23)n1,QCJSUMWNJLEJCF-UHFFFAOYSA-N,C1CCC(C2CC3C(CCCC4CCC5CCCCC54)CC4CCCC4C3C2)C1,10.1021/jm300899q,23098605,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,226,,,,,,,
BDB-50392831,50392831,COc1ccccc1NC(=O)Nc1nnc(-c2ccccc2)[nH]1,FSGLHDPNBSOZED-UHFFFAOYSA-N,CC(CC1CCCCC1)CC1CCC(C2CCCCC2)C1,10.1021/ml300097g,23342198,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,227,,,,,,,
BDB-50275914,50275914,CC(=O)Nc1cc(-c2cccc(CO[C@@H]3CCN(C)C3)c2)nc(-n2nc(C)cc2C)n1,HQGPRKKHKJMXJP-HXUWFJFHSA-N,C1CCC(CCC2CCCC(C3CCCC(C4CCCC4)C3)C2)C1,10.1016/j.bmcl.2008.09.048,18835161,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,228,,,,,,,
BDB-50003212,50003212,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCN(C(=O)OCc5ccccc5)CC4)cc3)cc2n(CCC)c1=O,WQNHFQJVMCIZLP-UHFFFAOYSA-N,CC1CC(C)C2CC(C3CCC(CCC(C)C4CCC(C(C)CCC5CCCCC5)CC4)CC3)CC2C1,10.1016/j.bmc.2008.01.002,18226909,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,229,,,,,,,
BDB-50237076,50237076,Cc1cc(C)n(-c2cc(NC(=O)COc3cc(F)cc(CN(C)C)c3)nc(-c3ccc(C)o3)n2)n1,XHZNAIPWEJMXIP-UHFFFAOYSA-N,CC(CCC1CCCCC1)CC1CC(C2CCCC2)CC(C2CCCC2)C1,10.1016/j.bmcl.2008.02.032,18329269,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,230,,,,,,,
BDB-50399581,50399581,Cn1cc2c(nc(NC3CCC3)n3nc(-c4ccco4)nc23)n1,OTZPDZBHTVRFPM-UHFFFAOYSA-N,C1CC(CC2CC3CCCC3C3CC(C4CCCC4)CC23)C1,10.1021/jm300899q,23098605,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,231,,,,,,,
BDB-50386113,50386113,COc1cccc2cc(C(=O)NCCCN3CCN(CCCNC(=O)c4cc5cccc(OC)c5oc4=N)CC3)c(=N)oc12,HFQZOXVLNQONST-UHFFFAOYSA-N,CC(CCCCC1CCC(CCCCC(C)C2CC3CCCCC3CC2C)CC1)C1CC2CCCCC2CC1C,10.1016/j.ejmech.2012.05.009,22677030,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,232,,,,,,,
BDB-50119131,50119131,Nc1nc(-n2cc(C(=O)NC3CCCC3)cn2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,OMYIZCDTYNHUGF-XWXWGSFUSA-N,CC(CC1CCCC1)C1CCC(C2CCC3CCC(C4CCCC4)C3C2)C1,10.1016/s0960-894x(02)00609-1,12270178,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,233,,,,,,,
BDB-50306792,50306792,Cc1ccc(Nc2nc(N)nc(CSCCO)n2)cc1,CWYUCBLNLMTDMO-UHFFFAOYSA-N,C1CCC(CC2CCCCC2)CC1,10.1021/jm901647p,20095623,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,234,,,,,,,
BDB-50559039,50559039,Cn1cc2c(nc(NC(=O)CCCc3cn(CCCCCCNC(=O)c4ccc(-c5c6ccc(=N)c(S(=O)(=O)O)c-6oc6c(S(=O)(=O)O)c(N)ccc56)c(C(=O)O)c4)nn3)n3nc(-c4ccco4)nc23)n1,XEABBZPOOUCNPW-UHFFFAOYSA-N,CC(CCCC1CCC(CCCCCCCC(C)C2CCC(C3C4CCCCC4CC4CC(C)CCC43)CC2)C1)CC1CC2CCCC2C2CC(C3CCCC3)CC12,10.1016/j.ejmech.2019.111886,31787357,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,235,,,,,,,
BDB-50492059,50492059,CN(C)c1nc(N)nc(-c2sc(NC(=O)c3ccco3)nc2-c2ccccc2)n1,DDDMPSVRAPVZGB-UHFFFAOYSA-N,CC(CC1CC(C2CCCCC2)C(C2CCCCC2)C1)C1CCCC1,10.1016/j.ejmech.2013.03.020,23685887,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,236,,,,,,,
BDB-50139775,50139775,Nc1nc(C(=O)NCc2cccc3cccnc23)c2cccc(-c3cncnc3)c2n1,KOGRSSNNCJISAU-UHFFFAOYSA-N,CC(CCC1CCCC2CCCCC21)C1CCCC2C(C3CCCCC3)CCCC12,10.1016/j.bmcl.2015.11.048,26781932,2,False,False,pending_dual_review,eligible_for_primary_evidence_review,,237,,,,,,,
BDB-50491508,50491508,O=C(CCCc1ccccc1)Nc1nc2sccc2c(=O)s1,IYRBFSDYGUWBKM-UHFFFAOYSA-N,CC(CCCC1CCCCC1)CC1CC(C)C2CCCC2C1,10.1021/jm400336x,23631427,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,238,,,,,,,
BDB-50555716,50555716,Nc1nc(-c2ccc(NC(=O)c3ccc(C(=O)O)cc3)cc2)cn2c(=O)n(-c3ccccc3)nc12,ILYCKBRKVXWUEH-UHFFFAOYSA-N,CC(CC1CCC(C2CCC3CC(C4CCCCC4)C(C)C3C2)CC1)C1CCCCC1,10.1016/j.ejmech.2020.112478,32659606,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,239,,,,,,,
BDB-106375,106375,O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1F)c1ccco1,QIBAMLNBYLUZGF-UHFFFAOYSA-N,CC(CC1CC(C2CCCCC2)CC2C(CC3CCCCC3)CCC12)C1CCCC1,10.1111/cbdd.12131,23480235,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,240,,,,,,,
