queue_rank,candidate_id,bindingdb_monomer_id,standardized_inchikey,doi,pmid,pmcids,article_titles,pass_1_status,fulltext_available,pass_2_required,external_cohort_admitted
190,BDB-50545315,50545315,UQWRJYJCAOENJM-UHFFFAOYSA-N,10.1016/j.bmcl.2020.127067,32165041,,"Structural investigation on thiazolo[5,4-d]pyrimidines to obtain dual-acting blockers of CD73 and adenosine A2A receptor as potential antitumor agents.",metadata_pass_needs_fulltext,False,True,False
191,BDB-50395552,50395552,XJNXZELXQVQLKI-UHFFFAOYSA-N,10.1021/jm3003069,22827545,,Identifying novel adenosine receptor ligands by simultaneous proteochemometric modeling of rat and human bioactivity data.,quarantine_target_not_supported,False,False,False
192,BDB-50047917,50047917,ZUZUSCXGJHXEMB-WXAVEZDYSA-N,10.1016/j.bmcl.2014.06.006,24969016,PMC4158450,Extended N(6) substitution of rigid C2-arylethynyl nucleosides for exploring the role of extracellular loops in ligand recognition at the A3 adenosine receptor.,metadata_pass_fulltext_ready,True,True,False
193,BDB-50091143,50091143,CYSDHZJPDQKSJB-UHFFFAOYSA-N,10.1021/jm000936i,10956220,,"Synthesis and structure-activity relationships of a new set of 2-arylpyrazolo[3,4-c]quinoline derivatives as adenosine receptor antagonists.",metadata_pass_needs_fulltext,False,True,False
194,BDB-50628408,50628408,XRKKJGGYJHRJNY-OWDMVUQNSA-N,10.1021/acs.jmedchem.3c00806,37603705,PMC10896643,"Structure-Activity Relationship of Truncated 2,8-Disubstituted-Adenosine Derivatives as Dual A2A/A3 Adenosine Receptor Antagonists and Their Cancer Immunotherapeutic Activity.",metadata_pass_fulltext_ready,True,True,False
195,BDB-50341193,50341193,OMVHCFMRXIFNMI-UHFFFAOYSA-N,10.1016/j.bmcl.2011.02.053,21388809,,Discovery of benzothiazole-based adenosine A2B receptor antagonists with improved A2A selectivity.,metadata_pass_requires_endpoint_resolution,False,True,False
196,BDB-50360193,50360193,HZRPPZVAFJLQIQ-UHFFFAOYSA-N,10.1021/jm101349u,21214204,PMC3578427,"Synthesis and biological evaluation of a new series of 1,2,4-triazolo[1,5-a]-1,3,5-triazines as human A(2A) adenosine receptor antagonists with improved water solubility.",metadata_pass_needs_fulltext,False,True,False
197,BDB-50257025,50257025,JIBITRQNBXVGNX-UHFFFAOYSA-N,10.1021/jm8014876,19301821,,"Pyrido[2,3-e]-1,2,4-triazolo[4,3-a]pyrazin-1-one as a new scaffold to develop potent and selective human A3 adenosine receptor antagonists. Synthesis, pharmacological evaluation, and ligand-receptor modeling studies.",metadata_pass_needs_fulltext,False,True,False
198,BDB-50563134,50563134,MVLSLPSPDRUARX-UHFFFAOYSA-N,10.1016/j.ejmech.2021.113214,33548636,,"Design, synthesis and biological evaluation of Tozadenant analogues as adenosine A2A receptor ligands.",metadata_pass_needs_fulltext,False,True,False
199,BDB-50083916,50083916,CQXMRLNWXNWPSV-UHFFFAOYSA-N,10.1021/jm001054m,11462973,,"3-Aryl[1,2,4]triazino[4,3-a]benzimidazol-4(10H)-ones: a new class of selective A1 adenosine receptor antagonists.",metadata_pass_needs_fulltext,False,True,False
200,BDB-50237093,50237093,FLJKEYOWOUCFNJ-UHFFFAOYSA-N,10.1016/j.bmcl.2008.02.032,18329269,,Synthesis of N-pyrimidinyl-2-phenoxyacetamides as adenosine A2A receptor antagonists.,metadata_pass_requires_endpoint_resolution,False,True,False
201,BDB-50141455,50141455,DDCUXRNACUVAKE-HGBQRMJASA-N,10.1016/j.bmcl.2004.01.011,15006389,,2-(N-acyl) and 2-N-acyl-N(6)-substituted analogues of adenosine and their affinity at the human adenosine receptors.,metadata_pass_needs_fulltext,False,True,False
202,BDB-50360209,50360209,CKNQBBJKRSXMPU-UHFFFAOYSA-N,10.1021/jm101349u,21214204,PMC3578427,"Synthesis and biological evaluation of a new series of 1,2,4-triazolo[1,5-a]-1,3,5-triazines as human A(2A) adenosine receptor antagonists with improved water solubility.",metadata_pass_needs_fulltext,False,True,False
203,BDB-50018002,50018002,NPCYZVFLXAHEOX-UHFFFAOYSA-N,10.1021/jm00147a038,2993622,PMC3468300,"Functionalized congeners of 1,3-dialkylxanthines: preparation of analogues with high affinity for adenosine receptors.",quarantine_target_not_supported,False,False,False
204,BDB-35803,35803,HKDRLLSZDIGQIK-UHFFFAOYSA-N,10.1016/j.bmc.2009.07.078,19695884,,Antagonists of the human A(2A) receptor. Part 6: Further optimization of pyrimidine-4-carboxamides.,metadata_pass_requires_endpoint_resolution,False,True,False
205,BDB-50047995,50047995,MBXDLCHXRJJXPM-UHFFFAOYSA-N,10.1021/jm500752h,24972108,,"Scaffold decoration at positions 5 and 8 of 1,2,4-triazolo[1,5-c]pyrimidines to explore the antagonist profiling on adenosine receptors: a preliminary structure-activity relationship study.",quarantine_target_not_supported,False,False,False
206,BDB-50548094,50548094,CCHJCVDZPYFXQY-NSHDSACASA-N,10.1039/d0md00380h,34046614,PMC8128054,Potent and selective A3 adenosine receptor antagonists bearing aminoesters as heterobifunctional moieties.,quarantine_target_not_supported,False,False,False
207,BDB-50266084,50266084,UXTNNVIYBQKXOL-UHFFFAOYSA-N,10.1016/j.bmcl.2008.11.066,19059776,,Synthesis of 2-amino-5-benzoyl-4-(2-furyl)thiazoles as adenosine A(2A) receptor antagonists.,metadata_pass_needs_fulltext,False,True,False
208,BDB-50555723,50555723,YKNBYIQXICDOOY-UHFFFAOYSA-N,10.1016/j.ejmech.2020.112478,32659606,,"Discovery of first-in-class multi-target adenosine A2A receptor antagonists-carbonic anhydrase IX and XII inhibitors. 8-Amino-6-aryl-2-phenyl-1,2,4-triazolo [4,3-a]pyrazin-3-one derivatives as new potential antitumor agents.",metadata_pass_needs_fulltext,False,True,False
209,BDB-50262150,50262150,CQNPTEQAAAOVKX-MRXNPFEDSA-N,10.1021/jm701594y,18637670,,2-Amino-6-furan-2-yl-4-substituted nicotinonitriles as A2A adenosine receptor antagonists.,metadata_pass_needs_fulltext,False,True,False
210,BDB-50478209,50478209,SZACFGFCZCXEEA-UHFFFAOYSA-N,10.1016/j.bmc.2007.10.103,18249548,,"Synthesis, adenosine receptor binding and 3D-QSAR of 4-substituted 2-(2'-furyl)-1,2,4-triazolo[1,5-a]quinoxalines.",metadata_pass_needs_fulltext,False,True,False
211,BDB-50026819,50026819,MUXUIVVLQXFMRX-CXJTVLAKSA-N,10.1021/ml5002486,25221664,PMC4160753,Structure-Based Design of Reactive Nucleosides for Site-Specific Modification of the A2A Adenosine Receptor.,metadata_pass_needs_fulltext,False,True,False
212,BDB-50389918,50389918,JONIAMPRFRZSLQ-UHFFFAOYSA-N,10.1021/jm300323t,22568637,,"Water-soluble pyrazolo[4,3-e][1,2,4]triazolo[1,5-c]pyrimidines as human A₃ adenosine receptor antagonists.",metadata_pass_requires_endpoint_resolution,False,True,False
213,BDB-50432634,50432634,WZFUWGODTRDSBO-UHFFFAOYSA-N,10.1021/jm400422s,23597047,PMC3701956,"Structure-based approaches to ligands for G-protein-coupled adenosine and P2Y receptors, from small molecules to nanoconjugates.",quarantine_nonprimary_source,True,False,False
214,BDB-50199460,50199460,YLEQGEOHZFVIAR-QZUDQQPUSA-N,10.1021/acs.jmedchem.6b01183,27933810,PMC5201133,Structure-Based Scaffold Repurposing for G Protein-Coupled Receptors: Transformation of Adenosine Derivatives into 5HT2B/5HT2C Serotonin Receptor Antagonists.,quarantine_target_not_supported,True,False,False
215,BDB-50003108,50003108,SJVLZHJJIWSOJI-UHFFFAOYSA-N,10.1016/j.bmc.2008.01.002,18226909,,"1-, 3- and 8-substituted-9-deazaxanthines as potent and selective antagonists at the human A2B adenosine receptor.",metadata_pass_needs_fulltext,False,True,False
216,BDB-50306777,50306777,IWDKSIOHIYCOBV-UHFFFAOYSA-N,10.1021/jm901647p,20095623,PMC2826142,Structure-based discovery of novel chemotypes for adenosine A(2A) receptor antagonists.,metadata_pass_fulltext_ready,True,True,False
217,BDB-50399597,50399597,MKTDHKFRAQCBTM-UHFFFAOYSA-N,10.1021/jm300899q,23098605,,"Exploring the directionality of 5-substitutions in a new series of 5-alkylaminopyrazolo[4,3-e]1,2,4-triazolo[1,5-c]pyrimidine as a strategy to design novel human a(3) adenosine receptor antagonists.",quarantine_target_not_supported,False,False,False
218,BDB-50266022,50266022,ORZFUSWWXUVGND-UHFFFAOYSA-N,10.1016/j.bmcl.2008.11.066,19059776,,Synthesis of 2-amino-5-benzoyl-4-(2-furyl)thiazoles as adenosine A(2A) receptor antagonists.,metadata_pass_needs_fulltext,False,True,False
219,BDB-50366686,50366686,VRKBZQOPVJHRLW-VFIQZALSSA-N,10.1016/s0960-894x(01)00347-x,11459663,,Introduction of alkynyl chains on C-8 of adenosine led to very selective antagonists of the A(3) adenosine receptor.,metadata_pass_needs_fulltext,False,True,False
220,BDB-50559043,50559043,PQBREZGPWVFSIR-UHFFFAOYSA-N,10.1016/j.ejmech.2019.111886,31787357,PMC7199890,Conjugable A3 adenosine receptor antagonists for the development of functionalized ligands and their use in fluorescent probes.,metadata_pass_fulltext_ready,True,True,False
221,BDB-50268247,50268247,UOSGXUGKZYRNKU-UHFFFAOYSA-N,10.1021/jm900413e,19569717,,1-alkyl-8-(piperazine-1-sulfonyl)phenylxanthines: development and characterization of adenosine A2B receptor antagonists and a new radioligand with subnanomolar affinity and subtype specificity.,metadata_pass_needs_fulltext,False,True,False
222,BDB-50580289,50580289,HDCIDGKVVBLQNA-UHFFFAOYSA-N,10.1021/acs.jmedchem.1c01155,34783558,,Structure-Based Design of Dual-Acting Compounds Targeting Adenosine A2A Receptor and Histone Deacetylase as Novel Tumor Immunotherapeutic Agents.,metadata_pass_needs_fulltext,False,True,False
223,BDB-50393169,50393169,HRBBCJVEDBRVEG-UHFFFAOYSA-N,10.1016/j.ejmech.2011.05.023,21664729,,"Synthesis and biological activity of tricyclic cycloalkylimidazo-, pyrimido- and diazepinopurinediones.",metadata_pass_needs_fulltext,False,True,False
224,BDB-50584629,50584629,UTSMDVBQXYDAIT-UHFFFAOYSA-N,10.1021/acs.jmedchem.1c01636,35068155,PMC8842224,"Optimization of 2-Amino-4,6-diarylpyrimidine-5-carbonitriles as Potent and Selective A1 Antagonists.",metadata_pass_fulltext_ready,True,True,False
225,BDB-50266052,50266052,VZEXLUMZSFKUJP-UHFFFAOYSA-N,10.1016/j.bmcl.2008.11.066,19059776,,Synthesis of 2-amino-5-benzoyl-4-(2-furyl)thiazoles as adenosine A(2A) receptor antagonists.,metadata_pass_needs_fulltext,False,True,False
226,BDB-50399560,50399560,QCJSUMWNJLEJCF-UHFFFAOYSA-N,10.1021/jm300899q,23098605,,"Exploring the directionality of 5-substitutions in a new series of 5-alkylaminopyrazolo[4,3-e]1,2,4-triazolo[1,5-c]pyrimidine as a strategy to design novel human a(3) adenosine receptor antagonists.",quarantine_target_not_supported,False,False,False
227,BDB-50392831,50392831,FSGLHDPNBSOZED-UHFFFAOYSA-N,10.1021/ml300097g,23342198,PMC3549271,"Structure-activity relationships and molecular modeling of 1,2,4-triazoles as adenosine receptor antagonists.",metadata_pass_needs_fulltext,False,True,False
228,BDB-50275914,50275914,HQGPRKKHKJMXJP-HXUWFJFHSA-N,10.1016/j.bmcl.2008.09.048,18835161,,"2,6-Diaryl-4-acylaminopyrimidines as potent and selective adenosine A(2A) antagonists with improved solubility and metabolic stability.",metadata_pass_requires_endpoint_resolution,False,True,False
229,BDB-50003212,50003212,WQNHFQJVMCIZLP-UHFFFAOYSA-N,10.1016/j.bmc.2008.01.002,18226909,,"1-, 3- and 8-substituted-9-deazaxanthines as potent and selective antagonists at the human A2B adenosine receptor.",metadata_pass_needs_fulltext,False,True,False
230,BDB-50237076,50237076,XHZNAIPWEJMXIP-UHFFFAOYSA-N,10.1016/j.bmcl.2008.02.032,18329269,,Synthesis of N-pyrimidinyl-2-phenoxyacetamides as adenosine A2A receptor antagonists.,metadata_pass_requires_endpoint_resolution,False,True,False
231,BDB-50399581,50399581,OTZPDZBHTVRFPM-UHFFFAOYSA-N,10.1021/jm300899q,23098605,,"Exploring the directionality of 5-substitutions in a new series of 5-alkylaminopyrazolo[4,3-e]1,2,4-triazolo[1,5-c]pyrimidine as a strategy to design novel human a(3) adenosine receptor antagonists.",quarantine_target_not_supported,False,False,False
232,BDB-50386113,50386113,HFQZOXVLNQONST-UHFFFAOYSA-N,10.1016/j.ejmech.2012.05.009,22677030,,"New chromene scaffolds for adenosine A(2A) receptors: synthesis, pharmacology and structure-activity relationships.",metadata_pass_needs_fulltext,False,True,False
233,BDB-50119131,50119131,OMYIZCDTYNHUGF-XWXWGSFUSA-N,10.1016/s0960-894x(02)00609-1,12270178,,Structure-affinity relationships of the affinity of 2-pyrazolyl adenosine analogues for the adenosine A2A receptor.,metadata_pass_needs_fulltext,False,True,False
234,BDB-50306792,50306792,CWYUCBLNLMTDMO-UHFFFAOYSA-N,10.1021/jm901647p,20095623,PMC2826142,Structure-based discovery of novel chemotypes for adenosine A(2A) receptor antagonists.,metadata_pass_fulltext_ready,True,True,False
235,BDB-50559039,50559039,XEABBZPOOUCNPW-UHFFFAOYSA-N,10.1016/j.ejmech.2019.111886,31787357,PMC7199890,Conjugable A3 adenosine receptor antagonists for the development of functionalized ligands and their use in fluorescent probes.,metadata_pass_fulltext_ready,True,True,False
236,BDB-50492059,50492059,DDDMPSVRAPVZGB-UHFFFAOYSA-N,10.1016/j.ejmech.2013.03.020,23685887,,"New insight into adenosine receptors selectivity derived from a novel series of [5-substituted-4-phenyl-1,3-thiazol-2-yl] benzamides and furamides.",metadata_pass_needs_fulltext,False,True,False
237,BDB-50139775,50139775,KOGRSSNNCJISAU-UHFFFAOYSA-N,10.1016/j.bmcl.2015.11.048,26781932,,Discovery of aminoquinazoline derivatives as human A(2A) adenosine receptor antagonists.,metadata_pass_requires_endpoint_resolution,False,True,False
238,BDB-50491508,50491508,IYRBFSDYGUWBKM-UHFFFAOYSA-N,10.1021/jm400336x,23631427,,"Dual targeting of adenosine A(2A) receptors and monoamine oxidase B by 4H-3,1-benzothiazin-4-ones.",metadata_pass_needs_fulltext,False,True,False
239,BDB-50555716,50555716,ILYCKBRKVXWUEH-UHFFFAOYSA-N,10.1016/j.ejmech.2020.112478,32659606,,"Discovery of first-in-class multi-target adenosine A2A receptor antagonists-carbonic anhydrase IX and XII inhibitors. 8-Amino-6-aryl-2-phenyl-1,2,4-triazolo [4,3-a]pyrazin-3-one derivatives as new potential antitumor agents.",metadata_pass_needs_fulltext,False,True,False
240,BDB-106375,106375,QIBAMLNBYLUZGF-UHFFFAOYSA-N,10.1111/cbdd.12131,23480235,,N-[9-(ortho-fluorobenzyl)-2-phenyl-8-azapurin-6-yl]-amides as potent and selective ligands for A₁ adenosine receptors.,metadata_pass_needs_fulltext,False,True,False
